Time (s) - Detector SiHi:amps (P) 	Primary Axis - Detector SiHi:amps (P) 	
7984.5	4.696013E-6	
7985.5	4.700244E-6	
7986.5	4.707078E-6	
7987.5	4.701027E-6	
7988.5	4.700382E-6	
7989.5	4.699839E-6	
7990.5	4.708056E-6	
7991.5	4.702056E-6	
7992.5	 4.70274E-6	
7993.5	4.703857E-6	
7994.5	4.699428E-6	
7995.5	4.705936E-6	
7996.5	4.695846E-6	
7997.5	4.699363E-6	
7998.5	4.708608E-6	
7999.5	4.700741E-6	
8000.5	 4.70436E-6	
8001.5	4.703787E-6	
8002.5	4.700371E-6	
8003.5	4.700693E-6	
8004.5	4.703128E-6	
8005.5	 4.70104E-6	
8006.5	4.699631E-6	
8007.5	4.700947E-6	
8008.5	4.698382E-6	
8009.5	4.702679E-6	
8010.5	4.697661E-6	
8011.5	4.694847E-6	
8012.5	4.700511E-6	
8013.5	4.705312E-6	
8014.5	4.704073E-6	
8015.5	4.704352E-6	
8016.5	4.703356E-6	
8017.5	4.693805E-6	
8018.5	4.706232E-6	
8019.5	4.708106E-6	
8020.5	4.696732E-6	
8021.5	4.702205E-6	
8022.5	4.703992E-6	
8023.5	4.700217E-6	
8024.5	4.707001E-6	
8025.5	4.705819E-6	
8026.5	4.702357E-6	
8027.5	4.706963E-6	
8028.5	 4.70565E-6	
8029.5	4.703187E-6	
8030.5	4.699246E-6	
8031.5	 4.70701E-6	
8032.5	4.700881E-6	
8033.5	4.706805E-6	
8034.5	4.704185E-6	
8035.5	4.704918E-6	
8036.5	4.706509E-6	
8037.5	4.706608E-6	
8038.5	4.702671E-6	
8039.5	4.703973E-6	
8040.5	 4.70161E-6	
8041.5	4.701862E-6	
8042.5	4.704525E-6	
8043.5	4.706954E-6	
8044.5	4.712121E-6	
8045.5	4.701546E-6	
8046.5	4.704238E-6	
8047.5	4.708858E-6	
8048.5	4.702767E-6	
8049.5	4.699472E-6	
8050.5	4.705632E-6	
8051.5	4.706379E-6	
8052.5	4.711195E-6	
8053.5	4.701379E-6	
8054.5	4.700789E-6	
8055.5	4.697789E-6	
8056.5	4.704439E-6	
8057.5	4.702093E-6	
8058.5	4.708162E-6	
8059.5	4.704742E-6	
8060.6	 4.70656E-6	
8061.6	4.710093E-6	
8062.6	4.710359E-6	
8063.6	 4.69549E-6	
8064.6	4.700989E-6	
8065.6	4.709039E-6	
8066.6	4.705132E-6	
8067.6	4.705926E-6	
8068.6	4.705927E-6	
8069.6	4.709391E-6	
8070.6	 4.71115E-6	
8071.6	4.709343E-6	
8072.6	4.705755E-6	
8073.6	4.704943E-6	
8074.6	4.705149E-6	
8075.6	4.702708E-6	
8076.6	4.703825E-6	
8077.6	4.702899E-6	
8078.6	4.707942E-6	
8079.6	4.711196E-6	
8080.6	4.717108E-6	
8081.6	4.707786E-6	
8082.6	4.701529E-6	
8083.6	4.713499E-6	
8084.6	4.711955E-6	
8085.6	4.708698E-6	
8086.6	4.707016E-6	
8087.6	 4.70375E-6	
8088.6	4.713859E-6	
8089.6	4.709445E-6	
8090.6	4.707086E-6	
8091.6	 4.70769E-6	
8092.6	 4.70995E-6	
8093.6	4.705631E-6	
8094.6	4.711956E-6	
8095.6	4.710606E-6	
8096.6	4.700874E-6	
8097.6	4.704807E-6	
8098.6	4.711464E-6	
8099.6	  4.7061E-6	
8100.6	 4.70607E-6	
8101.6	4.702947E-6	
8102.6	4.709491E-6	
8103.6	 4.71034E-6	
8104.6	4.706034E-6	
8105.6	 4.70981E-6	
8106.6	4.709713E-6	
8107.6	4.700634E-6	
8108.6	4.705402E-6	
8109.6	4.709886E-6	
8110.6	4.712189E-6	
8111.6	4.698282E-6	
8112.6	4.708376E-6	
8113.6	4.705425E-6	
8114.6	4.704222E-6	
8115.6	4.707212E-6	
8116.6	4.705933E-6	
8117.6	4.701161E-6	
8118.6	4.703925E-6	
