          TS_Te        TS_Terr         T15_Te       T15_Terr          TS_ne        TS_nerr         T15_ne       T15_nerr        TS_chi2       T15_chi2
       789.7470        12.5493       868.7217        33.8737     2.0875e+05     1.4762e+03     2.4951e-25     3.8240e-27        12.0166        12.9667
       717.9518        11.4940       789.7470        30.4418     1.8424e+05     1.3856e+03     2.2424e-25     3.5793e-27         4.6634         8.0359
       652.6834        10.9526       717.9518        27.9669     1.5512e+05     1.2776e+03     1.8911e-25     3.2337e-27         5.1037         6.9423
       593.3486        10.3229       652.6834        26.7603     1.2826e+05     1.1577e+03     1.5288e-25     2.9123e-27         8.3020         5.9428
      2478.5643       149.8535      2478.5643        78.0789     7.3702e+04     1.6689e+03     1.9545e-24     2.3646e-26       737.5498      1335.2776
       117.3909         3.0649       117.3909         5.7062     5.5802e+04     8.3153e+02     7.4643e-26     2.1409e-27         4.9852         5.2120
       207.9651         7.9070       171.8719        12.9682     2.4198e+04     5.3309e+02     3.5527e-26     1.4644e-27         7.3113         1.9595
       405.2651        13.3372       368.4228        22.3514     3.0329e+04     5.8014e+02     4.2910e-26     1.6193e-27         4.5829         2.7826
       593.3486        18.9662       593.3486        38.6911     3.9268e+04     6.5148e+02     5.3672e-26     1.7227e-27         0.2967         4.0241
       593.3486        15.7087       652.6834        39.2107     5.4508e+04     7.5996e+02     6.9842e-26     1.9972e-27         3.3213         7.1100
       652.6834        16.9189       652.6834        36.1170     6.3613e+04     8.1718e+02     8.2268e-26     2.1352e-27         1.9898         3.5541
       717.9518        19.3115       789.7470        49.9606     6.4320e+04     8.1803e+02     8.5563e-26     2.2498e-27         3.3457        12.5944
       868.7217        23.4556       955.5938        62.9202     7.8494e+04     9.0128e+02     1.0158e-25     2.5020e-27         3.3423         6.4496
       955.5938        26.9041       955.5938        67.6472     8.3798e+04     9.4141e+02     1.0986e-25     2.8428e-27         0.8150         2.8317
       955.5938        25.3981      1051.1532        69.5027     9.4333e+04     9.9639e+02     1.1910e-25     2.7835e-27         3.5207         4.2897
      1051.1532        29.9366      1156.2685        84.4459     9.4334e+04     1.0079e+03     1.1812e-25     2.9164e-27         2.4571         8.8683
      1156.2685        37.0070      1271.8954        99.6788     8.6604e+04     9.8380e+02     1.1299e-25     2.8847e-27         0.7695         8.4480
      1156.2685        37.4301      1538.9934       305.5573     8.4787e+04     9.7346e+02     1.1010e-25     5.9092e-27         3.6410        20.7682
      1156.2685        41.1128      1271.8954       113.8674     7.0791e+04     8.9106e+02     9.0083e-26     2.6357e-27         0.9797         8.2625
      1399.0849        57.3245      1399.0849       153.2181     7.3538e+04     9.6427e+02     9.2268e-26     3.0610e-27         2.4052         5.4465
      1271.8954        48.0427      1538.9934       164.0717     7.2602e+04     9.2393e+02     9.1969e-26     2.9770e-27         1.7270         5.6025
      1156.2685        42.1320      1271.8954       119.2421     6.7111e+04     8.6624e+02     8.5035e-26     2.5954e-27         1.5706         1.7654
      1271.8954        48.9527      1399.0849       136.2008     7.0475e+04     9.0980e+02     9.1630e-26     2.8189e-27         0.8827         8.1053
      1156.2685        41.1147      1271.8954       116.0034     7.0397e+04     8.8819e+02     8.6715e-26     2.5326e-27         0.5919         5.0933
      1156.2685        36.4965      1156.2685        88.4773     8.8490e+04     9.8859e+02     1.0338e-25     2.6770e-27         0.9020         3.9898
       955.5938        26.1580      1051.1532        71.8703     9.0482e+04     9.8811e+02     1.0755e-25     2.6011e-27         2.9731         7.6605
       868.7217        21.2314      1051.1532        66.3196     9.8546e+04     1.0201e+03     1.2799e-25     2.8489e-27         4.7664         4.4839
       717.9518        16.1695       789.7470        40.8940     9.4993e+04     1.0032e+03     1.1900e-25     2.6309e-27         4.2936         5.6256
       789.7470        18.8858       868.7217        52.9311     9.3430e+04     9.9261e+02     1.1465e-25     2.7336e-27         3.8574         3.7686
       717.9518        16.8501       789.7470        43.0441     8.9046e+04     9.7913e+02     1.1118e-25     2.5585e-27         1.9845         2.9124
       156.2472         4.9477       156.2472         9.6870     3.9477e+04     6.8736e+02     5.0536e-26     1.7275e-27         4.2543         2.9787
       276.8015         7.9586       207.9651         9.4299     4.3259e+04     7.0094e+02     5.6737e-26     1.8345e-27         3.0405         6.4435
       368.4228         8.5991       368.4228        15.5008     5.8184e+04     7.9731e+02     7.8786e-26     2.1041e-27         7.4958         6.1195
       490.3707        10.2301       490.3707        22.6796     7.4510e+04     8.8958e+02     9.2768e-26     2.3056e-27         7.7083         8.8550
       593.3486        12.5654       652.6834        31.1575     8.5194e+04     9.4370e+02     1.0843e-25     2.4539e-27         1.6767         4.2907
       652.6834        14.3841       652.6834        30.6731     8.6803e+04     9.5140e+02     1.1309e-25     2.4936e-27         1.4672         5.6588
       789.7470        18.0064       868.7217        46.4730     9.7739e+04     1.0041e+03     1.3050e-25     2.7428e-27         6.8951         8.4070
       868.7217        19.8792       955.5938        53.3292     1.1142e+05     1.0758e+03     1.4298e-25     2.9740e-27         2.3575         8.4231
       955.5938        22.0350      1051.1532        59.7170     1.2521e+05     1.1491e+03     1.5668e-25     3.1383e-27         4.4393         9.1560
       955.5938        20.9754      1156.2685        68.1129     1.3794e+05     1.2074e+03     1.7421e-25     3.4764e-27         5.0640         8.5664
      1051.1532        24.0812      1156.2685        67.7460     1.4509e+05     1.2474e+03     1.7740e-25     3.5211e-27         4.0552         9.3890
      1051.1532        25.1835      1156.2685        67.9907     1.3446e+05     1.2077e+03     1.7593e-25     3.5215e-27         4.0703         6.3059
      1156.2685        28.7645      1271.8954        80.0037     1.4307e+05     1.2596e+03     1.7982e-25     3.6955e-27         0.5711        14.1903
      1156.2685        28.9795      1399.0849        98.3165     1.4055e+05     1.2479e+03     1.7921e-25     4.0089e-27         0.3790         9.6371
      1156.2685        29.7368      1271.8954        83.4084     1.3548e+05     1.2366e+03     1.6944e-25     3.6401e-27         3.8869         9.3460
      1051.1532        25.3228      1051.1532        59.4126     1.3071e+05     1.1825e+03     1.5805e-25     3.1665e-27         0.6166         9.2770
       955.5938        21.5454       955.5938        49.4708     1.3001e+05     1.1691e+03     1.6088e-25     3.1115e-27         3.0481         8.8618
       868.7217        17.7657       868.7217        41.4838     1.3709e+05     1.1888e+03     1.6755e-25     3.1364e-27         1.1733        10.1137
       789.7470        14.7160       868.7217        40.5039     1.5073e+05     1.2506e+03     1.8064e-25     3.3097e-27         4.6733         9.0866
       868.7217        16.4225       868.7217        38.2475     1.6458e+05     1.3158e+03     1.9970e-25     3.4556e-27         1.4745        11.8136
       868.7217        15.9813       955.5938        43.8953     1.7519e+05     1.3605e+03     2.0920e-25     3.5875e-27         3.7925        15.9533
       868.7217        15.8382       955.5938        43.0021     1.7826e+05     1.3752e+03     2.1824e-25     3.6674e-27         1.6857        18.1403
       789.7470        13.4102       789.7470        30.4661     1.7813e+05     1.3621e+03     2.1871e-25     3.5608e-27         7.3960         6.8922
      1051.1532        19.8399      1051.1532        48.0007     2.1407e+05     1.5198e+03     2.5052e-25     4.0484e-27         0.4435         6.1972
       868.7217        14.8965       955.5938        40.6665     2.0018e+05     1.4518e+03     2.4498e-25     3.9106e-27         0.4793        11.4050
       789.7470        13.4073       868.7217        35.7200     1.7844e+05     1.3578e+03     2.2274e-25     3.6058e-27         3.0496         8.7777
      1051.1532        19.8599      1156.2685        57.8299     2.1650e+05     1.5356e+03     2.5814e-25     4.3710e-27         0.6563        10.8305
      1051.1532        19.7126      1051.1532        46.8069     2.1849e+05     1.5371e+03     2.5141e-25     3.9596e-27         3.7683        10.4268
       868.7217        15.4400       955.5938        41.4732     1.8859e+05     1.4080e+03     2.2878e-25     3.7040e-27         8.4486        10.7578
      1051.1532        19.7898      1156.2685        55.8060     2.1929e+05     1.5471e+03     2.6152e-25     4.2823e-27         7.2948        14.3247
       955.5938        17.9818       955.5938        41.5319     1.8626e+05     1.4031e+03     2.3043e-25     3.7425e-27         9.0055        12.6762
       955.5938        18.9106      1051.1532        50.6702     1.7453e+05     1.3695e+03     2.1621e-25     3.6812e-27         6.6353        11.0285
      1051.1532        21.6849      1156.2685        61.4703     1.7800e+05     1.3781e+03     2.1417e-25     3.8508e-27         1.2600         9.7998
       955.5938        19.9133      1051.1532        55.2388     1.5581e+05     1.2907e+03     1.8660e-25     3.4813e-27         4.3782        11.1530
       955.5938        20.9145      1051.1532        57.1108     1.4165e+05     1.2307e+03     1.7394e-25     3.3405e-27         4.9141        12.0952
       955.5938        23.0555      1051.1532        63.7839     1.1524e+05     1.1055e+03     1.4433e-25     3.0940e-27         0.3177         5.4133
      1051.1532        26.8175      1156.2685        73.9343     1.1825e+05     1.1323e+03     1.4711e-25     3.1931e-27         2.1054         9.6827
      1051.1532        28.1249      1051.1532        65.9854     1.0591e+05     1.0671e+03     1.2867e-25     2.8609e-27         2.2593         5.8897
       955.5938        25.7749      1051.1532        70.1414     9.1757e+04     9.8955e+02     1.1469e-25     2.6989e-27         0.7980         6.2393
       189.0591         8.2132       228.7616        21.3330     3.9674e+04     7.5505e+02     4.6789e-26     1.8879e-27         3.1635         1.2536
       171.8719         5.2786       129.1299         8.2469     4.6480e+04     7.4938e+02     6.1864e-26     1.9862e-27        22.1090         3.6581
       304.4816         6.7334       251.6377        11.0252     6.2725e+04     8.3840e+02     8.6572e-26     2.2258e-27         2.4927         2.1846
       334.9298         6.8295       334.9298        12.9163     7.3093e+04     8.9603e+02     9.6677e-26     2.3293e-27         3.5707         5.7627
       445.7916         8.7990       490.3707        20.8731     8.0298e+04     9.2994e+02     1.0105e-25     2.3565e-27         1.2374         8.6847
       490.3707         9.6994       539.4078        23.2518     8.6084e+04     9.5460e+02     1.0692e-25     2.4350e-27         3.9727         5.7749
       539.4078        11.2097       593.3486        26.4537     8.4751e+04     9.4856e+02     1.0656e-25     2.4231e-27         1.0043         6.0202
       652.6834        14.5095       717.9518        36.7656     8.4644e+04     9.4269e+02     1.0885e-25     2.4717e-27         0.9569         7.1934
       789.7470        17.9390       868.7217        47.2533     9.8375e+04     1.0047e+03     1.3155e-25     2.8008e-27         0.5510         5.0692
       868.7217        19.5560      1051.1532        62.1370     1.1482e+05     1.0895e+03     1.4784e-25     3.0641e-27         4.4955         2.1382
       955.5938        22.3775      1051.1532        61.6239     1.1980e+05     1.1195e+03     1.4643e-25     3.0193e-27         1.0081         4.8689
       955.5938        22.3932      1051.1532        60.6501     1.2074e+05     1.1263e+03     1.5450e-25     3.1481e-27         5.7364        13.3856
      1051.1532        26.6970      1271.8954        88.9092     1.1880e+05     1.1306e+03     1.4701e-25     3.3298e-27         1.0401         2.7891
      1156.2685        32.9149      1156.2685        77.5225     1.0997e+05     1.1066e+03     1.3984e-25     3.1959e-27         2.6684         7.4810
       955.5938        25.6490      1156.2685        83.1036     9.3129e+04     9.8993e+02     1.1714e-25     2.8543e-27         6.3579         7.5079
       955.5938        25.7969      1051.1532        72.2242     9.1577e+04     9.8384e+02     1.1371e-25     2.7709e-27         5.7053         5.4877
       955.5938        25.4625      1156.2685        83.0213     9.3649e+04     9.9153e+02     1.1533e-25     2.7937e-27         5.5686         3.3988
       955.5938        24.4728      1051.1532        67.6906     9.9765e+04     1.0185e+03     1.2258e-25     2.7966e-27         2.5159         6.4304
       868.7217        20.3676      1051.1532       114.6123     1.0498e+05     1.0464e+03     1.2296e-25     4.5029e-27         3.6162        50.9432
       717.9518        14.7374       789.7470        39.6612     1.1048e+05     1.0740e+03     1.3436e-25     2.8261e-27         2.6655         8.3404
       789.7470        15.8681       868.7217        42.3792     1.3079e+05     1.1711e+03     1.5697e-25     3.0334e-27         3.4053         9.5353
       717.9518        13.8265       789.7470        36.0499     1.3072e+05     1.1738e+03     1.6014e-25     3.0433e-27         6.1699         6.0495
       717.9518        13.0697       789.7470        33.9235     1.4194e+05     1.2152e+03     1.7281e-25     3.1360e-27         8.2596         9.2538
      1051.1532        22.4811      1156.2685        64.7121     1.6804e+05     1.3506e+03     2.0248e-25     3.8451e-27         8.2629        10.0787
       955.5938        18.1700      1051.1532        50.6111     1.8784e+05     1.4153e+03     2.1930e-25     3.7490e-27         7.7034        10.9167
      1156.2685        23.9367      1271.8954        67.9172     2.1238e+05     1.5604e+03     2.5059e-25     4.3798e-27         1.4812        15.9100
       717.9518        11.8276       789.7470        30.8175     1.7413e+05     1.3475e+03     2.1256e-25     3.4754e-27         5.2008        10.7455
       868.7217        15.1221       868.7217        36.8770     1.9208e+05     1.4161e+03     2.3053e-25     3.8231e-27         3.4062        14.9491
       789.7470        12.9960       868.7217        34.7950     1.9511e+05     1.4284e+03     2.3672e-25     3.7449e-27         8.2987        15.3842
      1051.1532        19.1654      1156.2685        55.3952     2.3339e+05     1.5985e+03     2.7786e-25     4.5192e-27         1.2585        12.7908
      1051.1532        19.2701      1051.1532        46.6233     2.2701e+05     1.5623e+03     2.6470e-25     4.1629e-27         4.3046        10.6908
       955.5938        17.4833      1051.1532        48.9717     2.0151e+05     1.4624e+03     2.4115e-25     3.9860e-27         7.9553        13.9764
      1051.1532        20.5161      1051.1532        48.7804     2.0093e+05     1.4735e+03     2.3883e-25     3.9287e-27         6.2625        13.0925
       955.5938        18.9759       955.5938        44.9740     1.6590e+05     1.3173e+03     2.0207e-25     3.5343e-27         5.1215         8.0555
       955.5938        20.0485       955.5938        47.0898     1.5022e+05     1.2571e+03     1.8000e-25     3.3143e-27         5.3323        13.6058
       955.5938        20.2394      1051.1532        61.7557     1.4865e+05     1.2528e+03     1.8040e-25     3.7190e-27         2.5028         6.8040
      1051.1532        24.1441      1051.1532        57.7336     1.4205e+05     1.2283e+03     1.7116e-25     3.3142e-27         7.4096         7.2424
       868.7217        20.0258       955.5938        54.9118     1.0873e+05     1.0610e+03     1.3455e-25     2.8706e-27         6.6896         6.4959
       955.5938        23.5524      1051.1532        65.4671     1.0949e+05     1.0742e+03     1.3206e-25     2.9236e-27         2.9765        11.3703
       955.5938        25.1993      1156.2685        84.4919     9.5980e+04     1.0078e+03     1.1637e-25     2.8887e-27         0.6126         5.5685
       717.9518        17.5714       789.7470        47.3567     7.8886e+04     9.1098e+02     9.6015e-26     2.4025e-27         3.6448         4.3459
      2478.5643       405.9004      2478.5643       687.0435     9.9655e+03     5.5989e+02     2.9253e-26     2.8982e-27       370.7347        23.0071
       156.2472         3.7107       142.0429         6.6458     6.9057e+04     9.0046e+02     8.4403e-26     2.2457e-27         3.8870         6.4221
       207.9651         4.1306       207.9651         7.3841     7.9196e+04     9.5122e+02     1.0035e-25     2.4064e-27         6.7985         5.3956
       251.6377         4.7868       276.8015        10.0058     8.4789e+04     9.7335e+02     1.0944e-25     2.4789e-27         2.3810         6.2751
       334.9298         5.9499       368.4228        12.7152     9.2189e+04     1.0011e+03     1.1423e-25     2.5122e-27         1.9055         6.7045
       405.2651         7.0414       405.2651        16.3540     1.0217e+05     1.0533e+03     1.2929e-25     2.9233e-27         8.8842         7.4843
       445.7916         7.5872       445.7916        16.8873     1.0754e+05     1.0762e+03     1.2859e-25     2.6961e-27         8.6487        12.1385
       490.3707         8.1278       490.3707        17.4027     1.1710e+05     1.1152e+03     1.4884e-25     2.8634e-27         3.0721         6.2280
       593.3486        10.6109       652.6834        25.9535     1.1582e+05     1.0973e+03     1.5486e-25     2.9047e-27         7.8704         7.0344
       717.9518        13.4754       717.9518        29.7560     1.2944e+05     1.1588e+03     1.6379e-25     3.0063e-27         4.1298        10.4330
       717.9518        12.9433       789.7470        34.0310     1.4612e+05     1.2313e+03     1.7859e-25     3.2039e-27        11.3308        15.7202
       789.7470        14.3449      1051.1532       121.4138     1.5476e+05     1.2604e+03     1.7913e-25     6.8750e-27         1.4573        46.3049
       868.7217        16.1739       955.5938        43.6323     1.6727e+05     1.3168e+03     2.0594e-25     3.5116e-27         1.5740        14.0744
       955.5938        18.0672       955.5938        42.3141     1.8257e+05     1.3783e+03     2.2136e-25     3.6573e-27         9.7172        15.1374
       955.5938        17.3834      1271.8954       139.7961     1.9897e+05     1.4400e+03     2.2888e-25     7.4098e-27         3.3341        61.9187
       955.5938        17.1578      1051.1532        49.4136     2.0681e+05     1.4739e+03     2.4343e-25     4.0682e-27         5.5578        13.9842
       868.7217        16.4037       955.5938        42.8689     1.6317e+05     1.3047e+03     2.1377e-25     3.5685e-27         2.3310         7.2790
       717.9518        12.1643       789.7470        32.0868     1.6198e+05     1.2910e+03     1.9927e-25     3.3547e-27         9.0935         7.2989
       652.6834        10.6219       717.9518        27.2749     1.5834e+05     1.2878e+03     1.9178e-25     3.2472e-27         3.3593        13.3914
       593.3486         9.9708       652.6834        25.1359     1.4317e+05     1.2274e+03     1.7224e-25     3.0882e-27         5.8889        11.7881
       539.4078         8.8147       593.3486        22.3706     1.3239e+05     1.1862e+03     1.5991e-25     2.9922e-27         0.8904        10.5075
      2478.5643       498.1756      2478.5643       485.7585     7.0268e+03     4.9736e+02     7.6633e-26     6.2431e-27       137.3965       510.7342
      2478.5643       907.5217      2478.5643       741.0511     2.2999e+03     2.8011e+02     2.6665e-26     3.1727e-27        93.4576        75.9392
       156.2472         3.3319       142.0429         6.3128     7.6722e+04     9.5209e+02     8.7405e-26     2.3059e-27         1.6501         4.4356
       207.9651         4.2755       189.0591         7.6951     8.1136e+04     9.6397e+02     1.0649e-25     2.5247e-27         2.7372         7.1200
       251.6377         4.5798       251.6377         8.8495     8.5905e+04     9.8327e+02     1.0833e-25     2.4818e-27         1.5919         5.1379
       304.4816         5.1960       334.9298        11.5045     9.8428e+04     1.0382e+03     1.2326e-25     2.6200e-27         5.6050         7.8885
       368.4228         6.0639       405.2651        13.5015     1.1097e+05     1.0946e+03     1.3618e-25     2.7378e-27         2.1869        13.5639
       405.2651         6.6499       445.7916        15.4088     1.1579e+05     1.1156e+03     1.3708e-25     2.7374e-27         2.0218         5.3809
       445.7916         7.1133       490.3707        16.9912     1.2382e+05     1.1448e+03     1.5526e-25     2.9211e-27         4.5969        12.4800
       539.4078         8.6446       593.3486        20.6179     1.3397e+05     1.1810e+03     1.7800e-25     3.0954e-27         4.2628        12.0811
       593.3486         9.6477       652.6834        23.2359     1.4685e+05     1.2337e+03     1.9289e-25     3.2547e-27         8.1804         9.7906
       717.9518        11.9770       717.9518        27.2725     1.6123e+05     1.2871e+03     2.0191e-25     3.3668e-27         7.9219         6.5689
       717.9518        11.8833       789.7470        31.2733     1.6643e+05     1.3135e+03     2.1119e-25     3.4779e-27         2.9040         6.4573
       789.7470        13.4916       868.7217        35.7266     1.7481e+05     1.3439e+03     2.1885e-25     3.5602e-27        10.3058        13.4241
       868.7217        15.1237      1051.1532       104.6436     1.8952e+05     1.3965e+03     2.0847e-25     6.9303e-27         5.0316        64.1319
       868.7217        16.1038      1051.1532       105.6324     1.7121e+05     1.3340e+03     2.0885e-25     6.9930e-27         6.5444        62.0643
       789.7470        14.6802       868.7217        38.7620     1.4940e+05     1.2395e+03     1.8533e-25     3.2647e-27         6.7375         9.4356
       717.9518        12.4978       789.7470        33.0528     1.5257e+05     1.2549e+03     1.8634e-25     3.2536e-27         8.2460         9.4294
       717.9518        12.3096       717.9518        27.8905     1.5424e+05     1.2618e+03     1.9150e-25     3.2727e-27        16.6996         7.7469
       652.6834        10.6803       717.9518        27.3461     1.6129e+05     1.2986e+03     1.9710e-25     3.3414e-27         2.9396        11.2500
       717.9518        11.3307       789.7470        30.8576     1.8530e+05     1.3826e+03     2.1589e-25     3.5173e-27         2.9677        10.1271
       717.9518        11.9162       717.9518        27.1169     1.7201e+05     1.3431e+03     2.1079e-25     3.4663e-27         9.8580         8.2258
       789.7470        12.5989       789.7470        31.1974     2.0016e+05     1.4421e+03     2.3541e-25     3.8189e-27         5.9854        10.0609
       789.7470        12.2637       868.7217        34.1893     2.1490e+05     1.4931e+03     2.5262e-25     3.8913e-27         8.6495         8.3048
       789.7470        12.0429       868.7217        32.1856     2.2836e+05     1.5511e+03     2.7405e-25     4.0158e-27         7.6160        13.2919
       789.7470        11.7135       868.7217        31.0434     2.4832e+05     1.6204e+03     2.9308e-25     4.1315e-27        10.9269         8.3105
       868.7217        13.1827       868.7217        31.5608     2.5226e+05     1.6260e+03     2.9632e-25     4.2102e-27         8.7918        21.2796
       789.7470        11.2222       868.7217        30.2472     2.5969e+05     1.6430e+03     3.1085e-25     4.2820e-27         9.5456        20.5296
       789.7470        11.2470       789.7470        26.4570     2.5241e+05     1.6196e+03     2.9800e-25     4.1674e-27         3.3028        19.1195
       717.9518         9.7714       789.7470        26.4175     2.4953e+05     1.6042e+03     2.9654e-25     4.1527e-27         5.9362        14.6189
       955.5938        14.6614       955.5938        34.9253     2.8227e+05     1.7288e+03     3.2635e-25     4.4562e-27        11.0927        17.7874
       717.9518        10.6281       789.7470        27.5812     2.1636e+05     1.5057e+03     2.6300e-25     3.8447e-27         3.4665        23.1820
       789.7470        11.8285       868.7217        33.0604     2.3230e+05     1.5522e+03     2.7647e-25     4.1204e-27        11.6024        14.1937
       789.7470        12.0825       789.7470        28.2720     2.1771e+05     1.5035e+03     2.6286e-25     3.9401e-27         8.5744        19.5310
       789.7470        11.9751       868.7217        31.8594     2.2948e+05     1.5463e+03     2.7341e-25     3.9606e-27        13.8746        19.3437
       717.9518        10.9258       789.7470        28.9429     2.0597e+05     1.4677e+03     2.4284e-25     3.7158e-27        19.0064         9.7158
       789.7470        12.7494       789.7470        29.5763     1.9540e+05     1.4224e+03     2.3295e-25     3.6248e-27         3.9135        11.7319
       652.6834        10.6139       717.9518        27.4163     1.5935e+05     1.2882e+03     1.9465e-25     3.2792e-27         0.9938         9.4672
       652.6834        11.1211       717.9518        29.1482     1.4111e+05     1.2118e+03     1.7181e-25     3.1009e-27         3.3482        12.3406
       539.4078         9.7221       593.3486        23.9431     1.1109e+05     1.0884e+03     1.3448e-25     2.7198e-27         2.5488        15.1261
       490.3707         9.6696       539.4078        23.8284     9.0528e+04     9.8090e+02     1.0853e-25     2.4778e-27         9.5658         4.6964
       539.4078        11.4171       539.4078        25.4433     8.0189e+04     9.1936e+02     9.7003e-26     2.3127e-27         4.0321         7.3683
       142.0429         3.9148       156.2472         9.0938     5.1538e+04     7.8525e+02     5.7260e-26     1.8653e-27         0.5631         1.6746
       171.8719         3.9643       189.0591         8.9497     7.2970e+04     9.2375e+02     8.2026e-26     2.1857e-27         0.5629         6.5786
       228.7616         4.2018       228.7616         9.3454     9.0674e+04     1.0153e+03     1.0457e-25     2.4698e-27         6.7542         4.2578
       251.6377         4.2809       276.8015         9.3907     1.1009e+05     1.1114e+03     1.3009e-25     2.7066e-27         9.1105         7.8001
       304.4816         4.7691       304.4816         9.9299     1.1913e+05     1.1535e+03     1.4468e-25     2.8509e-27        13.8978         7.4271
       368.4228         5.5834       368.4228        11.2967     1.2669e+05     1.1721e+03     1.6036e-25     2.9698e-27        11.1679         7.3187
       445.7916         7.2178       445.7916        14.4393     1.1911e+05     1.1280e+03     1.5756e-25     2.9402e-27         1.2665         5.1930
       490.3707         7.9563       539.4078        18.6687     1.2956e+05     1.1674e+03     1.6805e-25     3.0268e-27         5.2009        12.5806
       593.3486         9.8983       652.6834        24.8689     1.3654e+05     1.1913e+03     1.6809e-25     3.0410e-27         3.3126         9.2218
       652.6834        10.8145       717.9518        28.1657     1.4964e+05     1.2420e+03     1.8028e-25     3.1461e-27         1.4935         9.2223
       717.9518        12.3337       717.9518        28.4335     1.5312e+05     1.2532e+03     1.8696e-25     3.2551e-27         0.8664        11.0590
       717.9518        12.3410       789.7470        31.6261     1.5696e+05     1.2715e+03     2.0088e-25     3.3808e-27         5.2967        13.9508
       868.7217        16.5053       868.7217        37.8183     1.5831e+05     1.2758e+03     1.9569e-25     3.3605e-27         6.7974         9.8387
       868.7217        17.2006       955.5938        46.8786     1.4849e+05     1.2392e+03     1.7798e-25     3.2555e-27         3.7834         7.9132
       789.7470        16.0092       955.5938        49.0914     1.2600e+05     1.1375e+03     1.6032e-25     3.0647e-27         7.7190         8.1060
       717.9518        13.6721       789.7470        36.1082     1.2929e+05     1.1556e+03     1.5879e-25     3.0187e-27         4.9172         8.6767
       717.9518        13.3699       789.7470        34.9253     1.3162e+05     1.1645e+03     1.6574e-25     3.0725e-27         0.5547        10.0748
       652.6834        11.5380       717.9518        30.5202     1.3562e+05     1.1853e+03     1.6750e-25     3.0960e-27         1.3456         7.4134
       593.3486         9.6738       652.6834        24.7066     1.4310e+05     1.2161e+03     1.7140e-25     3.0579e-27         4.3832        10.0842
       789.7470        13.8627       868.7217        37.6090     1.6720e+05     1.3152e+03     1.9798e-25     3.3746e-27         2.1743        13.0784
       868.7217        15.8818       868.7217        37.2484     1.7479e+05     1.3499e+03     2.0259e-25     3.4407e-27         4.1238         9.5818
       717.9518        11.9441       717.9518        26.7550     1.7031e+05     1.3354e+03     2.0950e-25     3.4549e-27         4.0962         6.5182
       717.9518        11.5706       789.7470        30.4872     1.8047e+05     1.3715e+03     2.1752e-25     3.4995e-27         4.9618         7.6662
       789.7470        12.7411       868.7217        34.5127     1.9478e+05     1.4213e+03     2.3409e-25     3.6755e-27         4.0092        17.5167
       789.7470        12.3823       868.7217        33.3843     2.1065e+05     1.4831e+03     2.5244e-25     3.8309e-27         1.3424        13.1071
       789.7470        12.3143       868.7217        32.6790     2.1573e+05     1.5014e+03     2.6118e-25     3.8908e-27         3.0586        13.0827
       955.5938        15.7490      1051.1532        43.2951     2.4841e+05     1.6246e+03     2.9857e-25     4.3735e-27         5.4650        23.5967
       955.5938        15.5621      1051.1532        43.9827     2.4888e+05     1.6185e+03     2.9226e-25     4.3178e-27         2.3519        13.8897
       955.5938        15.8036       955.5938        37.6117     2.4721e+05     1.6307e+03     2.9181e-25     4.2620e-27         9.0468        13.5660
       868.7217        13.4272       955.5938        36.8715     2.4038e+05     1.5769e+03     2.8756e-25     4.1387e-27         9.7358        13.6387
       868.7217        13.7191       868.7217        31.4498     2.3296e+05     1.5563e+03     2.8118e-25     4.0351e-27         1.3407        18.4366
       868.7217        13.7700       955.5938        38.6526     2.3070e+05     1.5491e+03     2.7261e-25     4.1023e-27         3.5465        16.9250
       789.7470        12.7092       789.7470        29.1603     1.9999e+05     1.4423e+03     2.3995e-25     3.7045e-27        10.9953        15.7421
       868.7217        14.6246       868.7217        33.7259     2.0650e+05     1.4674e+03     2.4360e-25     3.7493e-27         5.8957        14.6441
       652.6834        10.4679       789.7470        31.7238     1.6326e+05     1.2954e+03     1.9926e-25     3.3791e-27        11.9890         9.9968
       593.3486        10.2836       652.6834        26.0346     1.3135e+05     1.1725e+03     1.5977e-25     2.9929e-27         2.2599         6.5389
       490.3707         9.0329       539.4078        23.2189     1.0110e+05     1.0312e+03     1.2214e-25     2.6644e-27        11.1140         7.6747
       539.4078        11.0343       539.4078        23.9700     8.2953e+04     9.3860e+02     9.9505e-26     2.3416e-27         5.6864         9.2657
       539.4078        11.9319       539.4078        25.8972     7.2716e+04     8.7877e+02     8.7736e-26     2.2046e-27         1.9304         4.9548
       129.1299         2.8098       117.3909         5.9381     7.7845e+04     9.6985e+02     8.8511e-26     2.7183e-27         1.4836         3.4105
       171.8719         3.4227       171.8719         6.2386     8.9519e+04     1.0202e+03     1.0224e-25     2.4721e-27         5.0416         7.9437
       207.9651         3.7533       207.9651         7.1942     9.1263e+04     1.0240e+03     1.0998e-25     2.5215e-27         2.8299         5.3656
       251.6377         4.4029       276.8015         9.1318     1.0283e+05     1.0736e+03     1.2656e-25     2.6547e-27         3.5678         8.8058
       304.4816         4.9595       334.9298        10.5643     1.1313e+05     1.1118e+03     1.3836e-25     2.7728e-27        12.4672        12.2046
       334.9298         5.3261       368.4228        12.0647     1.2344e+05     1.1608e+03     1.4526e-25     2.8867e-27        10.8022         7.4065
       405.2651         6.6559       445.7916        15.1522     1.1636e+05     1.1172e+03     1.4709e-25     2.8629e-27         4.3100         8.3244
