          TS_Te        TS_Terr         T15_Te       T15_Terr          TS_ne        TS_nerr         T15_ne       T15_nerr        TS_chi2       T15_chi2
       955.5938        15.9879       789.7470        26.6152     2.3663e+05     1.5807e+03     7.4461e-24     1.0654e-25         6.5618        13.0394
       789.7470        12.5493       717.9518        23.8123     2.0875e+05     1.4762e+03     6.6663e-24     1.0021e-25        12.0166        13.1026
       717.9518        11.4940       652.6834        21.5436     1.8424e+05     1.3856e+03     6.0472e-24     9.5199e-26         4.6634        11.1895
       652.6834        10.9526       652.6834        22.8906     1.5512e+05     1.2776e+03     5.1158e-24     8.7225e-26         5.1037         6.9217
       593.3486        10.3229       593.3486        21.9201     1.2826e+05     1.1577e+03     4.1614e-24     7.9284e-26         8.3020         7.1577
      2478.5643       149.8535      1538.9934        45.3402     7.3702e+04     1.6689e+03     3.0832e-23     2.8122e-25       737.5498       409.6478
       117.3909         3.0649       106.7190         5.0784     5.5802e+04     8.3153e+02     2.1541e-24     6.2098e-26         4.9852         6.3565
       207.9651         7.9070       171.8719        11.9679     2.4198e+04     5.3309e+02     9.9496e-25     4.1738e-26         7.3113         6.3768
       405.2651        13.3372       334.9298        19.0744     3.0329e+04     5.8014e+02     1.1920e-24     4.5609e-26         4.5829         4.1153
       593.3486        18.9662       539.4078        31.9762     3.9268e+04     6.5148e+02     1.4432e-24     4.6983e-26         0.2967         6.2708
       593.3486        15.7087       593.3486        32.2509     5.4508e+04     7.5996e+02     1.9079e-24     5.4595e-26         3.3213         7.4935
       652.6834        16.9189       593.3486        29.6157     6.3613e+04     8.1718e+02     2.2290e-24     5.8262e-26         1.9898         3.2715
       717.9518        19.3115       717.9518        40.8273     6.4320e+04     8.1803e+02     2.2899e-24     5.9462e-26         3.3457        15.1575
       868.7217        23.4556       789.7470        44.0028     7.8494e+04     9.0128e+02     2.6818e-24     6.4234e-26         3.3423         7.4008
       955.5938        26.9041       789.7470        47.4173     8.3798e+04     9.4141e+02     2.9134e-24     7.3982e-26         0.8150         3.4053
       955.5938        25.3981       868.7217        48.2786     9.4333e+04     9.9639e+02     3.1248e-24     6.9020e-26         3.5207         4.3389
      1051.1532        29.9366       955.5938        58.4713     9.4334e+04     1.0079e+03     3.0853e-24     7.0657e-26         2.4571         9.1609
      1156.2685        37.0070       955.5938        58.2080     8.6604e+04     9.8380e+02     2.9075e-24     6.6598e-26         0.7695        10.2094
      1156.2685        37.4301       955.5938       119.4172     8.4787e+04     9.7346e+02     2.8901e-24     1.3064e-25         3.6410         1.2653
      1156.2685        41.1128       955.5938        66.6120     7.0791e+04     8.9106e+02     2.3194e-24     6.0837e-26         0.9797         9.7835
      1399.0849        57.3245      1156.2685       105.5161     7.3538e+04     9.6427e+02     2.3900e-24     6.9974e-26         2.4052         5.5133
      1271.8954        48.0427      1156.2685        94.8789     7.2602e+04     9.2393e+02     2.3216e-24     6.2563e-26         1.7270         6.8066
      1156.2685        42.1320      1051.1532        82.0857     6.7111e+04     8.6624e+02     2.2224e-24     6.1027e-26         1.5706         2.0161
      1271.8954        48.9527      1156.2685        93.7445     7.0475e+04     9.0980e+02     2.3644e-24     6.3685e-26         0.8827         9.6486
      1156.2685        41.1147       955.5938        67.7645     7.0397e+04     8.8819e+02     2.2317e-24     5.8979e-26         0.5919         6.9419
      1156.2685        36.4965       955.5938        61.5664     8.8490e+04     9.8859e+02     2.6870e-24     6.4606e-26         0.9020         4.4917
       955.5938        26.1580       868.7217        50.1307     9.0482e+04     9.8811e+02     2.8147e-24     6.5097e-26         2.9731         7.0660
       868.7217        21.2314       868.7217        45.8546     9.8546e+04     1.0201e+03     3.3948e-24     7.1460e-26         4.7664         6.1183
       717.9518        16.1695       652.6834        28.8989     9.4993e+04     1.0032e+03     3.2142e-24     7.0913e-26         4.2936         6.9023
       789.7470        18.8858       717.9518        37.5278     9.3430e+04     9.9261e+02     3.0391e-24     7.0477e-26         3.8574         4.6311
       717.9518        16.8501       652.6834        30.5473     8.9046e+04     9.7913e+02     2.9899e-24     6.8271e-26         1.9845         3.6111
      2478.5643       812.4370      2478.5643       712.4574     2.6347e+03     2.7886e+02     6.3761e-25     6.6223e-26       147.1334        18.8696
       156.2472         4.9477       142.0429         8.5549     3.9477e+04     6.8736e+02     1.4326e-24     4.9599e-26         4.2543         4.5258
       276.8015         7.9586       189.0591         8.3512     4.3259e+04     7.0094e+02     1.6021e-24     5.2464e-26         3.0405         8.2747
       368.4228         8.5991       334.9298        12.9919     5.8184e+04     7.9731e+02     2.2171e-24     5.9661e-26         7.4958         8.3359
       490.3707        10.2301       445.7916        18.8137     7.4510e+04     8.8958e+02     2.5560e-24     6.3909e-26         7.7083         8.4498
       593.3486        12.5654       539.4078        22.5505     8.5194e+04     9.4370e+02     2.9588e-24     6.7136e-26         1.6767         6.1609
       652.6834        14.3841       593.3486        25.0709     8.6803e+04     9.5140e+02     3.0701e-24     6.7960e-26         1.4672         6.0778
       789.7470        18.0064       717.9518        32.6776     9.7739e+04     1.0041e+03     3.4882e-24     7.2006e-26         6.8951         8.5398
       868.7217        19.8792       789.7470        37.1857     1.1142e+05     1.0758e+03     3.8032e-24     7.6312e-26         2.3575         9.1827
       955.5938        22.0350       868.7217        41.5371     1.2521e+05     1.1491e+03     4.1113e-24     7.8809e-26         4.4393        10.3577
       955.5938        20.9754       868.7217        40.0975     1.3794e+05     1.2074e+03     4.5272e-24     8.4002e-26         5.0640         8.1892
      1051.1532        24.0812       955.5938        46.8910     1.4509e+05     1.2474e+03     4.6431e-24     8.5302e-26         4.0552         9.4202
      1051.1532        25.1835       955.5938        47.0513     1.3446e+05     1.2077e+03     4.6059e-24     8.5387e-26         4.0703         5.7950
      1156.2685        28.7645      1051.1532        55.1379     1.4307e+05     1.2596e+03     4.6675e-24     8.6226e-26         0.5711        15.6701
      1156.2685        28.9795      1051.1532        57.1675     1.4055e+05     1.2479e+03     4.5665e-24     8.7493e-26         0.3790        10.1985
      1156.2685        29.7368      1051.1532        57.4985     1.3548e+05     1.2366e+03     4.4124e-24     8.5050e-26         3.8869         9.1840
      1051.1532        25.3228       868.7217        41.2013     1.3071e+05     1.1825e+03     4.1628e-24     7.9043e-26         0.6166        10.6796
       955.5938        21.5454       789.7470        34.6168     1.3001e+05     1.1691e+03     4.2593e-24     7.9834e-26         3.0481         9.2824
       868.7217        17.7657       717.9518        29.1887     1.3709e+05     1.1888e+03     4.4881e-24     8.1934e-26         1.1733        12.6142
       789.7470        14.7160       717.9518        28.3761     1.5073e+05     1.2506e+03     4.8608e-24     8.6793e-26         4.6733        10.0819
       868.7217        16.4225       789.7470        31.2529     1.6458e+05     1.3158e+03     5.3336e-24     9.0181e-26         1.4745        12.1291
       868.7217        15.9813       789.7470        30.6585     1.7519e+05     1.3605e+03     5.5575e-24     9.1981e-26         3.7925        16.6153
       868.7217        15.8382       789.7470        30.0072     1.7826e+05     1.3752e+03     5.7931e-24     9.3941e-26         1.6857        19.9491
       789.7470        13.4102       652.6834        21.5585     1.7813e+05     1.3621e+03     5.8938e-24     9.5229e-26         7.3960         8.8689
      1051.1532        19.8399       868.7217        33.3715     2.1407e+05     1.5198e+03     6.6058e-24     1.0123e-25         0.4435         5.9418
       868.7217        14.8965       789.7470        28.3095     2.0018e+05     1.4518e+03     6.5427e-24     1.0088e-25         0.4793        12.0765
       789.7470        13.4073       717.9518        25.0753     1.7844e+05     1.3578e+03     5.9721e-24     9.4820e-26         3.0496         9.4694
      1051.1532        19.8599       868.7217        34.0811     2.1650e+05     1.5356e+03     6.7266e-24     1.0401e-25         0.6563        13.8811
      1051.1532        19.7126       868.7217        32.4355     2.1849e+05     1.5371e+03     6.6483e-24     9.9555e-26         3.7683        12.3096
       868.7217        15.4400       789.7470        28.9210     1.8859e+05     1.4080e+03     6.0856e-24     9.5302e-26         8.4486        12.4056
      1051.1532        19.7898       955.5938        38.5568     2.1929e+05     1.5471e+03     6.8698e-24     1.0414e-25         7.2948        15.3724
       955.5938        17.9818       789.7470        28.9588     1.8626e+05     1.4031e+03     6.1381e-24     9.6191e-26         9.0055        13.6100
       955.5938        18.9106       868.7217        35.1291     1.7453e+05     1.3695e+03     5.7109e-24     9.2289e-26         6.6353        12.2975
      1051.1532        21.6849       868.7217        36.1554     1.7800e+05     1.3781e+03     5.5890e-24     9.3148e-26         1.2600        11.1901
       955.5938        19.9133       868.7217        38.3948     1.5581e+05     1.2907e+03     4.9045e-24     8.6741e-26         4.3782        12.4468
       955.5938        20.9145       868.7217        39.6824     1.4165e+05     1.2307e+03     4.5867e-24     8.3601e-26         4.9141        13.5903
       955.5938        23.0555       868.7217        44.3602     1.1524e+05     1.1055e+03     3.8046e-24     7.6984e-26         0.3177         5.9073
      1051.1532        26.8175       955.5938        51.1895     1.1825e+05     1.1323e+03     3.8530e-24     7.7547e-26         2.1054         9.4737
      1051.1532        28.1249       868.7217        46.0713     1.0591e+05     1.0671e+03     3.3673e-24     7.1298e-26         2.2593         5.3072
       955.5938        25.7749       868.7217        49.0750     9.1757e+04     9.8955e+02     3.0003e-24     6.7656e-26         0.7980         5.5480
       955.5938        26.3510       868.7217       133.2483     8.5372e+04     9.4207e+02     2.8603e-24     1.7151e-25         3.5549         0.6788
       189.0591         8.2132       207.9651        18.6613     3.9674e+04     7.5505e+02     1.2949e-24     5.2653e-26         3.1635         3.4732
       171.8719         5.2786       129.1299         8.0256     4.6480e+04     7.4938e+02     1.7637e-24     5.7057e-26        22.1090         4.4862
       304.4816         6.7334       228.7616         9.5689     6.2725e+04     8.3840e+02     2.4488e-24     6.3384e-26         2.4927         3.1637
       334.9298         6.8295       304.4816        11.0509     7.3093e+04     8.9603e+02     2.7167e-24     6.5905e-26         3.5707         6.9931
       445.7916         8.7990       445.7916        17.2820     8.0298e+04     9.2994e+02     2.7732e-24     6.5471e-26         1.2374        11.2391
       490.3707         9.6994       490.3707        19.2311     8.6084e+04     9.5460e+02     2.9322e-24     6.7503e-26         3.9727         6.5254
       539.4078        11.2097       490.3707        19.3086     8.4751e+04     9.4856e+02     2.9164e-24     6.6935e-26         1.0043         9.2154
       652.6834        14.5095       593.3486        26.2451     8.4644e+04     9.4269e+02     2.9464e-24     6.6690e-26         0.9569         8.5902
       789.7470        17.9390       717.9518        33.2795     9.8375e+04     1.0047e+03     3.5092e-24     7.3087e-26         0.5510         5.7331
       868.7217        19.5560       868.7217        43.1699     1.1482e+05     1.0895e+03     3.8995e-24     7.6866e-26         4.4955         2.3596
       955.5938        22.3775       868.7217        42.8453     1.1980e+05     1.1195e+03     3.8556e-24     7.5695e-26         1.0081         4.9819
       955.5938        22.3932       868.7217        42.2062     1.2074e+05     1.1263e+03     4.0578e-24     7.8521e-26         5.7364        13.0335
      1051.1532        26.6970       955.5938        52.0721     1.1880e+05     1.1306e+03     3.7758e-24     7.6945e-26         1.0401         2.7413
      1156.2685        32.9149       955.5938        53.7092     1.0997e+05     1.1066e+03     3.6456e-24     7.6959e-26         2.6684         8.7946
       955.5938        25.6490       955.5938        57.3784     9.3129e+04     9.8993e+02     3.0697e-24     6.9174e-26         6.3579         8.1370
       955.5938        25.7969       868.7217        50.0387     9.1577e+04     9.8384e+02     3.0001e-24     6.8942e-26         5.7053         7.1235
       955.5938        25.4625       868.7217        48.8736     9.3649e+04     9.9153e+02     3.0007e-24     6.7341e-26         5.5686         4.6465
       955.5938        24.4728       868.7217        46.9890     9.9765e+04     1.0185e+03     3.2321e-24     7.0141e-26         2.5159         7.3923
       868.7217        20.3676       717.9518        55.1637     1.0498e+05     1.0464e+03     3.4522e-24     1.1948e-25         3.6162         1.8409
       717.9518        14.7374       652.6834        28.1187     1.1048e+05     1.0740e+03     3.6337e-24     7.5232e-26         2.6655         9.1870
       789.7470        15.8681       717.9518        29.8954     1.3079e+05     1.1711e+03     4.1750e-24     7.9354e-26         3.4053        10.6261
       717.9518        13.8265       717.9518        29.3916     1.3072e+05     1.1738e+03     4.3237e-24     8.1167e-26         6.1699         7.2059
       717.9518        13.0697       652.6834        24.0269     1.4194e+05     1.2152e+03     4.6603e-24     8.3972e-26         8.2596         9.9915
      1051.1532        22.4811       868.7217        38.1133     1.6804e+05     1.3506e+03     5.2819e-24     9.1910e-26         8.2629        11.8788
       955.5938        18.1700       868.7217        35.1705     1.8784e+05     1.4153e+03     5.7818e-24     9.3767e-26         7.7034        11.2393
      1156.2685        23.9367      1051.1532        46.7543     2.1238e+05     1.5604e+03     6.5168e-24     1.0227e-25         1.4812        19.4868
       717.9518        11.8276       652.6834        21.7999     1.7413e+05     1.3475e+03     5.7109e-24     9.2720e-26         5.2008        11.5135
       868.7217        15.1221       717.9518        25.9123     1.9208e+05     1.4161e+03     6.1676e-24     9.9232e-26         3.4062        18.1508
       789.7470        12.9960       717.9518        24.4119     1.9511e+05     1.4284e+03     6.3403e-24     9.8095e-26         8.2987        17.9188
      1051.1532        19.1654       868.7217        32.6600     2.3339e+05     1.5985e+03     7.2187e-24     1.0718e-25         1.2585        13.7824
      1051.1532        19.2701       868.7217        32.3352     2.2701e+05     1.5623e+03     6.9943e-24     1.0417e-25         4.3046        12.0346
       955.5938        17.4833       868.7217        33.9346     2.0151e+05     1.4624e+03     6.3812e-24     9.9201e-26         7.9553        15.7152
      1051.1532        20.5161       868.7217        33.8718     2.0093e+05     1.4735e+03     6.3074e-24     9.7848e-26         6.2625        12.4713
       955.5938        18.9759       789.7470        31.4599     1.6590e+05     1.3173e+03     5.3491e-24     9.0105e-26         5.1215         8.2200
       955.5938        20.0485       789.7470        32.8935     1.5022e+05     1.2571e+03     4.7764e-24     8.4812e-26         5.3323        14.5865
       955.5938        20.2394       868.7217        42.9474     1.4865e+05     1.2528e+03     4.7566e-24     9.3803e-26         2.5028         6.5133
      1051.1532        24.1441       868.7217        40.1003     1.4205e+05     1.2283e+03     4.5143e-24     8.2955e-26         7.4096         9.3152
       868.7217        20.0258       789.7470        38.3528     1.0873e+05     1.0610e+03     3.5703e-24     7.3340e-26         6.6896         7.5319
       955.5938        23.5524       868.7217        45.4858     1.0949e+05     1.0742e+03     3.4685e-24     7.2854e-26         2.9765        12.8948
       955.5938        25.1993       868.7217        49.8064     9.5980e+04     1.0078e+03     3.0281e-24     6.9682e-26         0.6126         5.6069
       717.9518        17.5714       652.6834        33.7121     7.8886e+04     9.1098e+02     2.5709e-24     6.3733e-26         3.6448         4.8130
      2478.5643       405.9004      2478.5643       683.3672     9.9655e+03     5.5989e+02     7.6348e-25     6.9303e-26       370.7347        11.4348
       156.2472         3.7107       142.0429         6.2403     6.9057e+04     9.0046e+02     2.4116e-24     6.4756e-26         3.8870         5.5515
       207.9651         4.1306       189.0591         6.6852     7.9196e+04     9.5122e+02     2.8820e-24     6.9219e-26         6.7985         4.7203
       251.6377         4.7868       251.6377         8.6443     8.4789e+04     9.7335e+02     3.0976e-24     7.0591e-26         2.3810         7.3175
       334.9298         5.9499       334.9298        10.7178     9.2189e+04     1.0011e+03     3.1987e-24     7.1057e-26         1.9055         7.7656
       405.2651         7.0414       368.4228        13.6101     1.0217e+05     1.0533e+03     3.5953e-24     8.2277e-26         8.8842         9.2682
       445.7916         7.5872       405.2651        14.0272     1.0754e+05     1.0762e+03     3.5629e-24     7.5256e-26         8.6487        14.7941
       490.3707         8.1278       445.7916        14.4033     1.1710e+05     1.1152e+03     4.1028e-24     7.9603e-26         3.0721         5.7046
       593.3486        10.6109       539.4078        18.7968     1.1582e+05     1.0973e+03     4.2343e-24     7.9565e-26         7.8704         9.8565
       717.9518        13.4754       593.3486        21.3047     1.2944e+05     1.1588e+03     4.4445e-24     8.1343e-26         4.1298        12.9884
       717.9518        12.9433       717.9518        27.7465     1.4612e+05     1.2313e+03     4.8138e-24     8.5166e-26        11.3308        17.6286
       789.7470        14.3449       717.9518        58.0175     1.5476e+05     1.2604e+03     5.0633e-24     1.8381e-25         1.4573         1.7653
       868.7217        16.1739       789.7470        30.4517     1.6727e+05     1.3168e+03     5.4731e-24     9.0318e-26         1.5740        15.2387
       955.5938        18.0672       789.7470        29.4752     1.8257e+05     1.3783e+03     5.8912e-24     9.3981e-26         9.7172        17.1237
       955.5938        17.3834       868.7217        65.2440     1.9897e+05     1.4400e+03     6.2801e-24     1.8484e-25         3.3341         1.4886
       955.5938        17.1578       868.7217        34.3255     2.0681e+05     1.4739e+03     6.4121e-24     1.0093e-25         5.5578        15.4487
       868.7217        16.4037       789.7470        29.9005     1.6317e+05     1.3047e+03     5.6768e-24     9.2009e-26         2.3310         8.2794
       717.9518        12.1643       717.9518        26.1453     1.6198e+05     1.2910e+03     5.3803e-24     8.9413e-26         9.0935         9.4309
       652.6834        10.6219       593.3486        19.4976     1.5834e+05     1.2878e+03     5.2012e-24     8.7957e-26         3.3593        17.6407
       593.3486         9.9708       539.4078        18.1978     1.4317e+05     1.2274e+03     4.6863e-24     8.4183e-26         5.8889        12.9606
       539.4078         8.8147       490.3707        16.3609     1.3239e+05     1.1862e+03     4.4075e-24     8.2605e-26         0.8904         9.8697
      2478.5643       498.1756      2478.5643       536.6216     7.0268e+03     4.9736e+02     1.2019e-24     9.1472e-26       137.3965        27.3498
      2478.5643       907.5217      2478.5643       695.5698     2.2999e+03     2.8011e+02     6.5194e-25     6.5118e-26        93.4576        17.9053
       156.2472         3.3319       142.0429         5.7551     7.6722e+04     9.5209e+02     2.4661e-24     6.6126e-26         1.6501         5.1333
       207.9651         4.2755       171.8719         6.7930     8.1136e+04     9.6397e+02     3.0262e-24     7.2395e-26         2.7372         9.7233
       251.6377         4.5798       228.7616         7.6277     8.5905e+04     9.8327e+02     3.0586e-24     7.0772e-26         1.5919         6.4873
       304.4816         5.1960       304.4816         9.7985     9.8428e+04     1.0382e+03     3.4520e-24     7.4109e-26         5.6050         8.8061
       368.4228         6.0639       368.4228        11.2627     1.1097e+05     1.0946e+03     3.8044e-24     7.7216e-26         2.1869        15.8812
       405.2651         6.6499       405.2651        12.8778     1.1579e+05     1.1156e+03     3.8012e-24     7.6749e-26         2.0218         5.7216
       445.7916         7.1133       445.7916        14.0338     1.2382e+05     1.1448e+03     4.2878e-24     8.1389e-26         4.5969        15.4108
       539.4078         8.6446       539.4078        16.9543     1.3397e+05     1.1810e+03     4.8674e-24     8.5313e-26         4.2628        14.3670
       593.3486         9.6477       593.3486        19.0620     1.4685e+05     1.2337e+03     5.2615e-24     8.9063e-26         8.1804        13.3073
       717.9518        11.9770       652.6834        22.2111     1.6123e+05     1.2871e+03     5.4987e-24     9.0957e-26         7.9219         7.5738
       717.9518        11.8833       652.6834        22.1315     1.6643e+05     1.3135e+03     5.6988e-24     9.2819e-26         2.9040         6.8381
       789.7470        13.4916       717.9518        25.0687     1.7481e+05     1.3439e+03     5.8677e-24     9.3679e-26        10.3058        13.4636
       868.7217        15.1237       717.9518        49.9756     1.8952e+05     1.3965e+03     5.8949e-24     1.8536e-25         5.0316         1.9173
       868.7217        16.1038       789.7470        59.2472     1.7121e+05     1.3340e+03     5.8535e-24     1.8435e-25         6.5444         2.3045
       789.7470        14.6802       717.9518        27.1954     1.4940e+05     1.2395e+03     4.9526e-24     8.5571e-26         6.7375        11.0650
       717.9518        12.4978       652.6834        23.4254     1.5257e+05     1.2549e+03     5.0469e-24     8.6929e-26         8.2460        10.5813
       717.9518        12.3096       652.6834        22.7839     1.5424e+05     1.2618e+03     5.1812e-24     8.8248e-26        16.6996        10.2091
       652.6834        10.6803       593.3486        19.5674     1.6129e+05     1.2986e+03     5.3586e-24     9.0492e-26         2.9396        12.0877
       717.9518        11.3307       652.6834        21.7933     1.8530e+05     1.3826e+03     5.8235e-24     9.3872e-26         2.9677        10.0071
       717.9518        11.9162       652.6834        22.0832     1.7201e+05     1.3431e+03     5.7264e-24     9.3252e-26         9.8580        12.3744
       789.7470        12.5989       717.9518        25.3657     2.0016e+05     1.4421e+03     6.3614e-24     1.0086e-25         5.9854        11.6971
       789.7470        12.2637       717.9518        24.0222     2.1490e+05     1.4931e+03     6.7505e-24     1.0142e-25         8.6495        10.2726
       789.7470        12.0429       717.9518        22.6624     2.2836e+05     1.5511e+03     7.3116e-24     1.0512e-25         7.6160        15.1284
       789.7470        11.7135       717.9518        21.8043     2.4832e+05     1.6204e+03     7.8496e-24     1.0850e-25        10.9269        11.3353
       868.7217        13.1827       789.7470        25.6507     2.5226e+05     1.6260e+03     7.9737e-24     1.1015e-25         8.7918        23.3307
       789.7470        11.2222       717.9518        21.2713     2.5969e+05     1.6430e+03     8.3173e-24     1.1251e-25         9.5456        22.5763
       789.7470        11.2470       652.6834        18.7579     2.5241e+05     1.6196e+03     8.0344e-24     1.1094e-25         3.3028        23.8001
       717.9518         9.7714       652.6834        18.7189     2.4953e+05     1.6042e+03     7.9864e-24     1.1052e-25         5.9362        18.9042
       955.5938        14.6614       789.7470        24.3895     2.8227e+05     1.7288e+03     8.6640e-24     1.1447e-25        11.0927        19.5697
       717.9518        10.6281       652.6834        19.4959     2.1636e+05     1.5057e+03     7.0999e-24     1.0263e-25         3.4665        26.7601
       789.7470        11.8285       717.9518        23.2556     2.3230e+05     1.5522e+03     7.3935e-24     1.0751e-25        11.6024        16.1227
       789.7470        12.0825       717.9518        22.9962     2.1771e+05     1.5035e+03     7.1081e-24     1.0485e-25         8.5744        21.4502
       789.7470        11.9751       717.9518        22.3427     2.2948e+05     1.5463e+03     7.3225e-24     1.0408e-25        13.8746        20.7342
       717.9518        10.9258       652.6834        20.5027     2.0597e+05     1.4677e+03     6.5144e-24     9.8913e-26        19.0064        10.9480
       789.7470        12.7494       652.6834        20.9561     1.9540e+05     1.4224e+03     6.2866e-24     9.6639e-26         3.9135        14.1572
       652.6834        10.6139       652.6834        22.4078     1.5935e+05     1.2882e+03     5.2720e-24     8.8501e-26         0.9938        12.6942
       652.6834        11.1211       593.3486        20.8566     1.4111e+05     1.2118e+03     4.6633e-24     8.4073e-26         3.3482        11.6251
       539.4078         9.7221       490.3707        17.5611     1.1109e+05     1.0884e+03     3.6770e-24     7.4908e-26         2.5488        15.4310
       490.3707         9.6696       490.3707        19.6520     9.0528e+04     9.8090e+02     2.9827e-24     6.8405e-26         9.5658         4.3335
       539.4078        11.4171       490.3707        21.0176     8.0189e+04     9.1936e+02     2.6654e-24     6.3789e-26         4.0321         7.9262
       142.0429         3.9148       142.0429         8.0283     5.1538e+04     7.8525e+02     1.6451e-24     5.3952e-26         0.5631         1.7174
       171.8719         3.9643       189.0591         8.2995     7.2970e+04     9.2375e+02     2.3233e-24     6.2486e-26         0.5629         5.9765
       228.7616         4.2018       228.7616         8.4500     9.0674e+04     1.0153e+03     2.9649e-24     7.0482e-26         6.7542         7.0127
       251.6377         4.2809       251.6377         8.0924     1.1009e+05     1.1114e+03     3.6838e-24     7.7105e-26         9.1105         9.4694
       304.4816         4.7691       276.8015         8.4409     1.1913e+05     1.1535e+03     4.0803e-24     8.0873e-26        13.8978        10.6086
       368.4228         5.5834       334.9298         9.5677     1.2669e+05     1.1721e+03     4.5045e-24     8.3924e-26        11.1679         8.8428
       445.7916         7.2178       405.2651        12.0112     1.1911e+05     1.1280e+03     4.3684e-24     8.2354e-26         1.2665         6.5847
       490.3707         7.9563       490.3707        15.3590     1.2956e+05     1.1674e+03     4.6208e-24     8.3836e-26         5.2009        14.1339
       593.3486         9.8983       539.4078        17.9646     1.3654e+05     1.1913e+03     4.5914e-24     8.3384e-26         3.3126         8.9523
       652.6834        10.8145       593.3486        20.1187     1.4964e+05     1.2420e+03     4.9008e-24     8.5495e-26         1.4935        11.5114
       717.9518        12.3337       652.6834        23.2131     1.5312e+05     1.2532e+03     5.0474e-24     8.7499e-26         0.8664        12.7834
       717.9518        12.3410       652.6834        22.3864     1.5696e+05     1.2715e+03     5.4128e-24     9.0308e-26         5.2967        14.9411
       868.7217        16.5053       789.7470        30.8808     1.5831e+05     1.2758e+03     5.2442e-24     8.8367e-26         6.7974        11.7006
       868.7217        17.2006       789.7470        32.7217     1.4849e+05     1.2392e+03     4.7335e-24     8.3816e-26         3.7834         8.8449
       789.7470        16.0092       789.7470        34.3126     1.2600e+05     1.1375e+03     4.2500e-24     7.9037e-26         7.7190         8.5695
       717.9518        13.6721       717.9518        29.4707     1.2929e+05     1.1556e+03     4.2723e-24     8.0175e-26         4.9172         8.2080
       717.9518        13.3699       652.6834        24.7466     1.3162e+05     1.1645e+03     4.4728e-24     8.2241e-26         0.5547         9.7400
       652.6834        11.5380       593.3486        21.8432     1.3562e+05     1.1853e+03     4.5486e-24     8.3312e-26         1.3456         8.6582
       593.3486         9.6738       539.4078        17.8332     1.4310e+05     1.2161e+03     4.6810e-24     8.3704e-26         4.3832        12.5224
       789.7470        13.8627       717.9518        26.4905     1.6720e+05     1.3152e+03     5.2897e-24     8.8410e-26         2.1743        14.3100
       868.7217        15.8818       717.9518        26.1557     1.7479e+05     1.3499e+03     5.4187e-24     9.0407e-26         4.1238        11.2972
       717.9518        11.9441       652.6834        21.8934     1.7031e+05     1.3354e+03     5.6639e-24     9.3076e-26         4.0962         9.1934
       717.9518        11.5706       717.9518        24.8871     1.8047e+05     1.3715e+03     5.8542e-24     9.3278e-26         4.9618         9.9637
       789.7470        12.7411       717.9518        24.2788     1.9478e+05     1.4213e+03     6.2587e-24     9.6651e-26         4.0092        19.0953
       789.7470        12.3823       717.9518        23.4455     2.1065e+05     1.4831e+03     6.7697e-24     1.0100e-25         1.3424        12.1456
       789.7470        12.3143       717.9518        22.9297     2.1573e+05     1.5014e+03     7.0088e-24     1.0265e-25         3.0586        12.3550
       955.5938        15.7490       868.7217        30.0161     2.4841e+05     1.6246e+03     7.9039e-24     1.1001e-25         5.4650        26.3837
       955.5938        15.5621       868.7217        30.4911     2.4888e+05     1.6185e+03     7.7474e-24     1.0862e-25         2.3519        14.6437
       955.5938        15.8036       789.7470        26.3756     2.4721e+05     1.6307e+03     7.7221e-24     1.0857e-25         9.0468        13.3985
       868.7217        13.4272       789.7470        25.6911     2.4038e+05     1.5769e+03     7.6632e-24     1.0681e-25         9.7358        14.3573
       868.7217        13.7191       789.7470        25.6488     2.3296e+05     1.5563e+03     7.5521e-24     1.0616e-25         1.3407        19.9340
       868.7217        13.7700       789.7470        27.0036     2.3070e+05     1.5491e+03     7.2397e-24     1.0485e-25         3.5465        16.6806
       789.7470        12.7092       717.9518        23.7461     1.9999e+05     1.4423e+03     6.4821e-24     9.8719e-26        10.9953        17.9635
       868.7217        14.6246       717.9518        23.6450     2.0650e+05     1.4674e+03     6.5415e-24     9.8782e-26         5.8957        16.6133
       652.6834        10.4679       652.6834        22.4358     1.6326e+05     1.2954e+03     5.3790e-24     9.0493e-26        11.9890         9.1088
       593.3486        10.2836       593.3486        21.2994     1.3135e+05     1.1725e+03     4.3624e-24     8.1711e-26         2.2599         8.4773
       490.3707         9.0329       490.3707        19.1846     1.0110e+05     1.0312e+03     3.3495e-24     7.3336e-26        11.1140         7.7144
       539.4078        11.0343       490.3707        19.8058     8.2953e+04     9.3860e+02     2.7066e-24     6.4678e-26         5.6864        11.5129
       539.4078        11.9319       490.3707        21.4297     7.2716e+04     8.7877e+02     2.3899e-24     6.0836e-26         1.9304         4.5128
       129.1299         2.8098       117.3909         5.8274     7.7845e+04     9.6985e+02     2.5116e-24     7.8660e-26         1.4836         6.7827
       171.8719         3.4227       156.2472         5.7288     8.9519e+04     1.0202e+03     2.9327e-24     7.1250e-26         5.0416         7.2168
       207.9651         3.7533       189.0591         6.3397     9.1263e+04     1.0240e+03     3.1136e-24     7.2133e-26         2.8299         6.2993
       251.6377         4.4029       251.6377         7.8476     1.0283e+05     1.0736e+03     3.5655e-24     7.5546e-26         3.5678         9.4139
       304.4816         4.9595       304.4816         8.9276     1.1313e+05     1.1118e+03     3.8843e-24     7.8561e-26        12.4672        14.6966
